incident_id,species_code,lat,lon,year,month,vessel_type,speed_knots,outcome,source,notes
OBIS_02421b64-6fea-4b09-a99b-104e3e88275e,NARW,41.37547,-69.06283,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_0242466b-b39e-4d8f-b2b1-726f65409d00,NARW,40.73793,-69.97607,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_0248015f-2a71-4eff-9303-d4f4872844ea,NARW,41.91833,-68.23314,2012,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_0249de74-a1c5-41c3-881e-a2a2f51db0d8,NARW,42.83333,-70.25226,2012,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_024acd5b-c09a-4cee-bab7-1274bc9dc0ee,NARW,40.7396,-70.0457,2018,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_024e1eaf-982c-49c5-b1e1-cde5b7421fcf,NARW,41.78107,-69.0119,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_02576cf0-4180-42f3-b640-73dd692b494f,NARW,43.213,-68.684,2006,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_025ceeec-62ab-4026-8234-20b034c273bc,NARW,41.8636,-68.92084,2011,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_025fef68-4e5a-4169-9ff8-a22b5b56f8b4,NARW,41.09347,-70.8,2010,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0262f23e-3c1b-43f0-bf17-ec3b8f5b61f1,NARW,42.67679,-69.94335,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_0270d97a-e2be-4e26-85fe-714fdfefbdfe,NARW,41.53808,-69.57029,2005,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_0272bbd6-fad4-4dcc-b149-c386c754b39e,NARW,42.09012,-68.74654,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_028031af-d767-40d7-8008-66048cf0617d,NARW,40.57238,-68.15504,2024,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_02876ed5-ff34-40c4-b5e1-aef18f436d3a,NARW,40.5384,-70.02947,2024,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_02878455-9f75-44c4-a8a2-0c34cf8f1342,NARW,43.3745,-68.3315,2007,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_028a583b-3597-434b-8ee1-8e60b172d1e8,NARW,41.54627,-69.84401,2014,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_028c65fc-beea-487c-ad23-977af5f71a31,NARW,43.0044,-70.12367,2010,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0290cc15-65dd-4610-a708-b6d0ad37f4f2,NARW,42.0647,-70.6099,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_029905b0-ac00-4aa9-8f84-4ae391c64e57,NARW,40.49495,-69.08018,2019,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_0299dbf9-3ec6-4470-a947-2ea829fd073d,NARW,42.66778,-69.28005,2011,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_029b97f3-25b0-4c47-a20b-f89ef3faf442,NARW,40.95909,-70.33803,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_02a445e0-0b83-465d-991e-578cd6306aac,NARW,42.01883,-69.96473,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_02a70099-606f-4a40-a6b6-a16abf2358cf,NARW,42.29567,-69.02734,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_02a7553c-2cd1-48b8-b742-b13efcb26550,NARW,42.39165,-68.35494,2009,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_02a79d61-9e15-4ac6-8299-3762034f6e70,NARW,40.29487,-71.275,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_02a7e69a-9fcb-484b-88ef-b0ec4c188925,NARW,46.88656,-61.65424,2017,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_02a9028e-0917-476e-88c9-00086119226e,NARW,40.82647,-70.22263,2021,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_02ac62cc-9531-4c88-a0b3-1c8f77eca591,NARW,41.36423,-68.87775,2006,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_02af6b6b-f023-4651-b9a2-b3a4da1f0924,NARW,42.77981,-69.46465,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_02b2fff3-aab5-492b-a97a-3f9ea5e6b482,NARW,40.75976,-69.88236,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_02b68523-7678-4274-aa72-06dabc8b13f3,NARW,41.96116,-68.60882,2009,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_02b8581d-fa0f-4686-9ce7-c41790b03117,NARW,41.6138,-68.64227,2007,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_02c199c0-a398-4d3f-abce-002092f931d9,NARW,41.23502,-68.99005,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_02c31074-d080-482f-8e4b-f7f501a1d514,NARW,43.44024,-68.33329,2012,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_02c50046-1097-44d1-a680-64006497ff26,NARW,42.14152,-70.34429,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_02c918cb-0a9d-4980-b206-f0628641da35,NARW,42.18499,-68.74254,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_02cb5650-d07a-407e-a5b7-eaebb3a3453b,NARW,41.2485,-67.6005,2006,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_02d1da3e-8fd5-4ac8-aca2-267128a296b3,NARW,41.32747,-69.33416,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_02d2d96f-2724-4194-b4e9-d9fa62ec5911,NARW,41.08211,-70.72589,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_02ddeb1d-440d-43ce-b7b1-5785b4c312a1,NARW,46.91332,-61.33888,2021,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_02de04ff-eb8f-45cf-9eb1-fb5159cf4133,NARW,40.71619,-70.00691,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_02e95415-25a9-4b97-8e8e-a448e125edba,NARW,42.76223,-69.51609,2009,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_02efd405-979a-481e-a239-dd62d9e3e7e6,NARW,40.98768,-70.1329,2019,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_02f02dfe-d497-4ca5-a026-4a7f2765d471,NARW,43.03125,-69.16725,2009,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_02f614e7-6b6b-4bb8-bbbc-fc2a56317718,NARW,42.1197,-70.6327,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_03060d85-498c-4c97-a18e-9925b4161a65,NARW,44.74333,-66.55983,2003,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03078b23-aaf0-4cb0-93f5-bd3ff519314c,NARW,42.27233,-70.14735,2016,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2016
OBIS_0309a673-448d-49c7-92a3-cf2c72d72f91,NARW,42.27398,-66.13761,2014,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_030e50bb-4ed3-4258-b699-49ad4f4e8cec,NARW,46.88231,-62.95424,2019,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_03149df1-9720-4178-8d4a-82750db87aea,NARW,41.27923,-68.80869,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_03173e76-6ead-4baa-9b33-8920708c306b,NARW,41.54167,-67.37334,2006,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_031ae8e0-c3cc-4b69-8e0a-6cb3dedef204,NARW,41.215,-69.20667,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_03274d94-3b31-4ebc-a178-0418a7a203b1,NARW,41.86227,-68.51986,2003,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0328943b-802c-4e62-913d-23fc5b96c581,NARW,41.21163,-69.22921,2002,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_032da474-3dd3-40fb-b8bc-dccda32328bf,NARW,42.66945,-68.99407,2008,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0334ff75-a702-439e-9331-64cf8be2425c,NARW,40.85088,-70.07632,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03366575-5874-4050-b1a5-7e64bf95e1ac,NARW,40.82532,-70.17325,2019,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_03373402-cabd-4218-b1af-43f96538bf0a,NARW,40.93024,-70.13589,2023,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_033a64b9-0724-4435-b57a-c6e8365dffe2,NARW,40.71507,-69.5566,2023,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_033b929a-fea7-4aa6-b088-e453b32e622f,NARW,40.79305,-69.95083,2020,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_0341b68c-3ec0-421a-beb5-223ee75b20ad,NARW,40.43915,-70.92666,2019,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03442c90-813b-4ecd-8191-a21e9256829b,NARW,42.26983,-67.41267,2000,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0344e0c8-75c2-475e-9e34-b12a5777e2e4,NARW,42.06864,-69.47269,2012,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_034fa86e-192d-4f87-8ba8-a7f52ef27f32,NARW,43.3007,-68.4003,2008,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_03510088-b901-4153-9043-e95fb5f680dc,NARW,41.53341,-68.5885,2006,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_0351c942-e7d2-4db7-a31e-e2d4fb189f0e,NARW,41.51718,-69.61679,2005,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_0358b3a7-722f-451c-8c11-cdb3357d584f,NARW,41.43972,-68.8942,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0365907c-6467-4864-ab25-eeb1dcc8cd8b,NARW,42.1572,-70.2603,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_0365d9e7-827b-4985-bf43-d04a235f671d,NARW,43.2263,-68.62231,2009,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_036b1671-41f7-4ea3-9734-4e8d00a0201b,NARW,42.08683,-69.54805,2016,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_036be499-81fd-4ab3-a1f4-e738b92c016e,NARW,42.05373,-68.53028,2022,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_0370bf47-14a8-45a8-95fd-76a127f0bd9e,NARW,41.53583,-69.23483,2010,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0370c224-45bf-443f-aefe-9ce0ae3e0348,NARW,42.63877,-69.04029,2010,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_037297c9-c878-4b64-992e-2c2e89a6748f,NARW,42.2586,-70.59053,2022,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2022
OBIS_0373805a-7c36-4f80-8be4-5c323ffcac41,NARW,40.4386,-68.44994,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_0374043a-fa5d-4770-aa83-ab33bf4a0035,NARW,41.26338,-68.92604,2003,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_037c86f7-5361-4909-ad7e-f321a486fa0f,NARW,41.4422,-69.47747,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_03838158-8490-4426-88e0-60edc7240528,NARW,40.31779,-71.21843,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_03891766-89d3-47da-8fc3-f19569c3476d,NARW,40.97462,-70.60957,2021,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_038a1d8d-e523-434d-a78c-8805dca61955,NARW,41.40068,-69.24766,2004,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_038b0be7-92ce-4dbb-a5e4-533f1b0f144e,NARW,41.69052,-69.70083,2008,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_038ea46e-8da5-45ea-bead-75c01a7ec561,NARW,40.169498,-71.410675,2019,4,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Aerial Cruise Spring 2019
OBIS_0391d591-bfcf-4063-8fe0-325ca62c4772,NARW,42.29927,-69.5919,2003,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_0395aa27-a38a-483d-9784-e33a3b514eba,NARW,44.4965,-66.42067,2003,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_03992d5b-c534-46b2-97c1-cdb42461dceb,NARW,41.309,-68.82733,2004,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_03b2e7d4-e93a-4450-a22d-85faf7d36c15,NARW,42.470708,-70.242457,2020,4,,,unknown,OBIS_MachineObservation,
OBIS_03b50019-4638-4ee5-92de-44359e4cb3f7,NARW,41.41483,-69.2825,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_03b641f6-33cc-4b7d-8fb1-b9fb4b7d5afc,NARW,42.284,-66.8168,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_03bbda4c-ec7d-4ad2-9e27-6ee04745687f,NARW,43.17222,-68.81461,2009,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_03bf0973-1852-48cb-b8b1-7db29ccf9f23,NARW,42.02,-68.71413,2008,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2008
OBIS_03c2bd23-c0b7-4dcd-8079-84cf239bfbf9,NARW,41.4306,-68.798,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_03c88730-14fd-4ec1-84df-b8462fc87bcf,NARW,41.67097,-69.06392,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_03c9b52b-5a4e-41d1-8a0c-d9412e6c9de0,NARW,42.65472,-69.20712,2024,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03cd9a71-3c00-49c3-a136-c0cc67858059,NARW,42.56517,-69.48933,2001,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03ceb383-aab9-4752-9355-8fd9aab75d44,NARW,40.04326,-72.31662,2017,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03d0adf5-b987-49b4-9c43-68815f204df1,NARW,42.09462,-70.1628,2011,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_03d5ef4d-64fd-4319-9dca-f3b3cc727c42,NARW,42.25539,-70.178843,2019,3,,,unknown,OBIS_MachineObservation,
OBIS_03dcb7a6-a41e-4932-8987-008cf10a21fd,NARW,42.19667,-67.355,2000,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03dee6c7-04bb-4a94-9835-c27fb99e45f1,NARW,42.02367,-68.98367,2007,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_03df0eb5-aee7-4ded-9d17-d970406e6df7,NARW,42.43668,-70.546655,2019,3,,,unknown,OBIS_MachineObservation,
OBIS_03e35162-5a02-4d6e-bcc2-c83e0ae38eb4,NARW,41.34091,-69.23245,2004,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2004
OBIS_03e58e59-4ecb-4522-a86d-dd165ff0d25c,NARW,41.53753,-69.44769,2024,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_03eb4c2b-2d3c-47b0-a9a0-90b164020ee2,NARW,41.21401,-69.03292,2009,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_03ece7ce-37a2-4029-a9a4-441e1d47b866,NARW,41.35059,-69.40821,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_03f18388-a8cb-4909-85b2-d9a75d01ef92,NARW,42.00713,-68.50135,2008,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03f31672-eb55-4501-892c-ce001ddb92b6,NARW,42.17749,-70.3387,2015,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03f58076-b348-4c22-b2a0-8fb1c9b307e8,NARW,42.18661,-67.51649,2014,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03f59185-632a-4850-8fab-2c3dab32d0ea,NARW,42.85592,-69.01297,2008,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_03fcd459-d2c3-48fa-a10b-20bc96bde410,NARW,41.1481,-69.12703,2002,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2002
OBIS_0401b6c3-7f6a-48a4-9e3e-77123a6ef3ce,NARW,43.33705,-68.60267,2007,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2007
OBIS_040cd7ee-009d-45dc-b3b7-b8ac9217840c,NARW,40.49931,-71.44306,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_040d847b-bacf-4234-b488-d1336c42c99e,NARW,43.21198,-68.3421,2008,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_04109b66-00d3-494d-9f8e-7ab3bf956280,NARW,41.56162,-69.55558,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_0414693a-f460-42a9-aad1-6b5f4a0e52b3,NARW,42.74597,-70.73975,2003,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_041529ba-9429-4268-8483-f378ba2fbe65,NARW,41.11689,-70.35793,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_04189087-eedf-4c93-820d-337039dd7082,NARW,42.28317,-68.08217,2000,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_041d562c-f9e2-4dbf-b336-721861c9d0b9,NARW,41.96619,-68.23246,2012,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_0421191b-3fa9-4753-ab23-372048f7a666,NARW,41.07009,-70.43664,2021,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_04215061-5175-4114-802a-a7db8eca914c,NARW,42.27146,-70.33406,2011,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_04241464-771d-4724-a436-eb8c8a34baae,NARW,41.5255,-68.58375,2006,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2006
OBIS_042ab298-da4e-4acb-a4e4-caecfff8baa4,NARW,42.60088,-69.99618,2009,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_042c518b-c2cf-4db9-8af4-9823a85cb1c0,NARW,41.68638,-69.77913,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_042c9687-aaf6-4d1e-9830-a1ed9d32b7b0,NARW,42.61621,-69.13475,2010,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0433f0d6-f560-4e01-b1ba-bc8102d1206a,NARW,40.64167,-69.87162,2019,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_04358617-d331-4efa-bc01-05205d347642,NARW,43.51288,-68.35583,2007,12,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_0439bae5-65a8-4e02-9cb3-0ab46445c45a,NARW,42.66441,-68.94574,2008,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_043f91c2-3352-4efe-a17a-3b42e03bf941,NARW,42.1423,-70.33,2018,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_04455c75-8571-4dcd-b7d1-f20183e8945b,NARW,41.90765,-68.76323,2009,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2009
OBIS_04476210-8db0-43ab-a7db-d98d20b90955,NARW,41.50301,-69.36638,2024,2,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_04485d94-3930-408e-bc29-07771c4c4ee3,NARW,41.4389,-68.7906,2018,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2018
OBIS_044ecdf2-4dd7-4536-84fc-993f6f8a9437,NARW,41.60286,-68.64489,2003,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_044f1378-437a-4351-86e2-80b0e1224551,NARW,40.84792,-70.08985,2019,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_044fd1b7-8b1e-4573-ae68-b6c81ed1d7b2,NARW,43.59386,-68.44997,2010,10,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0450f452-45c8-445c-9449-0721b13612fc,NARW,41.21379,-70.9446,2011,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2011
OBIS_0455fd24-beb8-4700-9274-a022c3e8d292,NARW,41.30201,-69.08459,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_0456606b-7047-4a8a-a735-333974081a40,NARW,40.44668,-68.44998,2023,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_045b28af-c48c-471b-b090-d0b1c5b5699b,NARW,40.28719,-71.22356,2024,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2024
OBIS_04620f49-3c1e-4ea3-a82c-aef361fa743c,NARW,41.07535,-71.27233,2010,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2010
OBIS_0462651c-71fb-4992-9e22-33252427d54d,NARW,41.54802,-69.84116,2014,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_04670a79-9bc6-41d6-a498-d7a5b5844072,NARW,41.37117,-68.859,2005,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_046d35fe-5359-4364-accb-03787d086521,NARW,46.91747,-61.28041,2021,11,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2021
OBIS_04724cd3-c69e-466a-83ff-30012baa5875,NARW,41.56767,-69.37153,2005,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_047d5c75-0d1c-4afe-be51-39a319a862b9,NARW,40.7062,-69.99284,2019,1,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_047e9b4d-81e0-4a2e-a325-102b38caeda4,NARW,41.27623,-69.00564,2012,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2012
OBIS_0480f76e-386e-4e50-8129-cdf54d64b646,NARW,40.9804,-70.43525,2023,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2023
OBIS_04833dc5-6859-434b-a56f-8a457fb1f2ff,NARW,40.67079,-69.51989,2020,3,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2020
OBIS_048b960a-15c3-4fca-a3c7-c625dc9aec0b,NARW,44.58367,-66.46467,2003,8,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2003
OBIS_048f5398-b7bb-4216-9582-0f881de2af58,NARW,41.94458,-67.82217,2005,6,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_04944736-b2e2-464f-873e-db62ec9f89f2,NARW,41.87455,-68.8015,2005,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2005
OBIS_04960d8c-90cb-49ba-9004-b3ada4b35b15,NARW,42.39165,-68.35494,2009,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey
OBIS_04aa5d68-4108-4763-a54c-df86b67a8107,NARW,43.20225,-65.06442,2014,7,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2014
OBIS_04aad0f6-7f69-4279-a718-04dd18385577,NARW,41.12703,-70.60378,2017,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2017
OBIS_04b32782-004e-403b-83a4-dddea4846e0b,NARW,41.40715,-69.2104,2013,5,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2013
OBIS_04b3472c-4b4f-4bb5-a2aa-4fa6e616c040,NARW,40.43343,-71.15998,2019,4,,,unknown,OBIS_MachineObservation,NEFSC Right Whale Aerial Survey in 2019
OBIS_04bae154-fcd4-4cc1-84c2-6e2c77f1491a,NARW,40.970402,-67.931046,2019,5,,,unknown,OBIS_MachineObservation,AMAPPS Northeast Aerial Cruise Spring 2019
